code,market_type,date,present_value,quant,buy_total,sell_total,market_sum,per,pbr
252420,0,2018-04-30,5800,135970,185404,198461,679,,
025530,0,2018-04-30,4535,8380,1220,1374,677,4.42,0.42
015260,0,2018-04-30,814,1083806,86507,57250,674,-3.82,0.86
010100,0,2018-04-30,11000,0,0,0,670,-3.11,0.32
123700,0,2018-04-30,4255,9732,5494,492,664,11.72,0.41
001070,0,2018-04-30,12500,9527,6043,5111,662,-6.91,0.39
500015,0,2018-04-30,9365,50,80423,90118,656,,
272570,0,2018-04-30,99715,20,3001,2981,653,,
018500,0,2018-04-30,1395,238860,74261,28674,652,-25.36,0.91
005360,0,2018-04-30,3450,761175,20884,16648,652,24.13,0.87
004140,0,2018-04-30,1985,1894323,28793,61353,646,-7.41,0.72
001275,0,2018-04-30,21500,531,808,6403,645,7.69,0.44
292750,0,2018-04-30,14995,213,95135,92512,645,,
021050,0,2018-04-30,1345,1828446,57188,224056,639,34.49,0.71
099140,0,2018-04-30,21100,8081,39683,45911,633,,
500001,0,2018-04-30,12660,0,328,36000,628,,
272910,0,2018-04-30,98390,20,3000,2980,628,,
004100,0,2018-04-30,1705,107007,30689,35588,626,-16.72,0.66
020120,0,2018-04-30,3915,98582,3854,6091,620,-27.57,3.76
580006,0,2018-04-30,12385,100,0,0,619,,
026940,0,2018-04-30,3090,625998,21460,47325,618,26.64,0.55
000760,0,2018-04-30,21900,8378,814,1452,613,-28.59,0.57
266160,0,2018-04-30,11325,123,14588,15284,612,,
005320,0,2018-04-30,4475,372407,10544,6783,608,-6.2,1.35
169950,0,2018-04-30,15510,22284,183,1011,605,,
092780,0,2018-04-30,4590,24736,9361,7739,604,5.07,0.71
00499K,0,2018-04-30,61000,3196,1514,1550,602,5.75,0.61
101140,0,2018-04-30,2475,291465,18104,17575,585,-45.0,5.17
266410,0,2018-04-30,11620,309,37561,47304,581,,
214330,0,2018-04-30,5920,360697,7975,13622,578,11.72,0.64
023960,0,2018-04-30,2400,139021,15409,22261,572,-5.85,2.31
096300,0,2018-04-30,460,369106,178041,109641,572,,
550001,0,2018-04-30,11420,7,20000,20000,571,,
001210,0,2018-04-30,8140,25694,1994,6754,568,-3.08,0.8
005305,0,2018-04-30,730000,105,34,62,566,6.78,0.46
002690,0,2018-04-30,3745,1381364,12679,10977,562,41.15,0.43
006890,0,2018-04-30,4820,11234,810,6006,559,34.18,0.57
002220,0,2018-04-30,27400,20001,1424,3073,559,5.79,0.31
011420,0,2018-04-30,2020,145223,35671,31599,556,-9.44,1.37
031820,0,2018-04-30,1155,514412,107081,182128,553,48.12,0.73
243880,0,2018-04-30,28320,20881,1512,12256,552,,
550002,0,2018-04-30,10885,4,1927,20000,544,,
005820,0,2018-04-30,24450,17735,5956,1214,538,14.51,0.54
580004,0,2018-04-30,10750,25,0,6,538,,
093230,0,2018-04-30,352,1913019,153984,206152,536,58.67,0.63
024070,0,2018-04-30,3535,17159,4951,8656,531,883.75,0.46
204450,0,2018-04-30,10175,455229,77773,72137,529,,
114260,0,2018-04-30,55080,1765,20898,21500,529,,
011230,0,2018-04-30,5050,200157,23623,3869,528,-7.62,6.09
009810,0,2018-04-30,779,1636342,62266,155779,528,-6.77,1.1
136340,0,2018-04-30,101710,1425,4934,2024,519,,
044380,0,2018-04-30,524,1174311,157126,101813,518,-6.39,1.05
132030,0,2018-04-30,9765,25055,64348,64982,518,,
072130,0,2018-04-30,3895,19920,7649,6639,514,-8.03,1.1
014910,0,2018-04-30,2605,238340,26192,8904,508,-16.92,1.69
500027,0,2018-04-30,5065,172350,79627,91051,506,,
002070,0,2018-04-30,7320,1509,1656,2473,503,46.62,0.36
217780,0,2018-04-30,12555,287,3543,450,502,,
252720,0,2018-04-30,13725,20609,8036,9982,501,,
283580,0,2018-04-30,9595,29887,5865,28474,499,,
011300,0,2018-04-30,875,767953,18468,32772,498,-5.57,0.56
003465,0,2018-04-30,14200,5,328,1569,496,26.74,0.38
190160,0,2018-04-30,108130,50,6000,1950,495,,
28513K,0,2018-04-30,33850,4636,1798,916,494,-4.39,0.63
009190,0,2018-04-30,3985,22466,1904,1162,491,10.6,4.03
023150,0,2018-04-30,6640,17651,5373,1456,490,7.26,0.7
024900,0,2018-04-30,1500,139632,35786,48581,488,65.22,0.82
027970,0,2018-04-30,1640,123592,43831,17893,485,-15.62,2.61
023810,0,2018-04-30,4830,4598,2930,3115,483,-31.78,0.48
279530,0,2018-04-30,9830,7705,4114,19339,482,,
137610,0,2018-04-30,5560,48036,22269,27929,478,,
108675,0,2018-04-30,46250,1830,1040,320,477,6.82,0.47
239660,0,2018-04-30,103140,127,2974,3003,474,,
580003,0,2018-04-30,9470,0,1,0,474,,
004920,0,2018-04-30,990,3825725,35143,109756,473,-4.09,1.9
000105,0,2018-04-30,200000,32,57,121,472,22.83,1.43
010660,0,2018-04-30,21350,11036,7253,6868,470,80.57,0.34
010600,0,2018-04-30,3070,274080,5526,3830,468,-5.36,1.84
002710,0,2018-04-30,2090,79829,8377,6346,467,30.29,0.44
013000,0,2018-04-30,1935,457703,102876,27759,458,101.84,1.42
019180,0,2018-04-30,2515,106659,9079,2471,453,14.29,1.2
008775,0,2018-04-30,57600,29482,1413,5605,433,91.14,3.27
009140,0,2018-04-30,27400,1228,405,1202,430,-14.44,0.67
008110,0,2018-04-30,4095,1637,2794,2872,430,23.95,0.29
009180,0,2018-04-30,2600,424992,45364,43721,428,14.94,0.91
252730,0,2018-04-30,12945,227,10034,9815,427,,
145270,0,2018-04-30,965,424896,17022,31399,427,16.64,0.69
006200,0,2018-04-30,903,95005,11674,85380,423,9.61,0.33
174360,0,2018-04-30,15000,712,174,393,420,,
182480,0,2018-04-30,11800,60042,30507,30156,413,,
155900,0,2018-04-30,2700,50022,19585,12902,410,-9.03,0.91
002870,0,2018-04-30,1165,186368,27142,22695,407,44.81,0.73
252400,0,2018-04-30,15565,26128,55246,55820,405,,
015540,0,2018-04-30,7740,18026,2358,996,400,-4.28,4.54
123310,0,2018-04-30,6500,86297,80549,60879,396,,
114470,0,2018-04-30,109715,260,8846,9562,395,,
500020,0,2018-04-30,19740,1523,69006,70129,395,,
108450,0,2018-04-30,10370,3859,30130,31561,394,,
010580,0,2018-04-30,780,349227,30268,77700,394,-6.84,1.99
114820,0,2018-04-30,108455,86,7979,7958,390,,
195980,0,2018-04-30,11625,18754,21325,16594,388,,
003780,0,2018-04-30,2985,50410,16902,13716,388,23.32,1.13
006110,0,2018-04-30,3525,17609,7346,5377,388,320.45,0.37
211900,0,2018-04-30,13585,1218,65125,55093,387,,
030720,0,2018-04-30,9000,37675,1689,3618,387,6.83,0.96
005450,0,2018-04-30,5480,145211,2722,11644,385,-9.51,0.71
226810,0,2018-04-30,103945,15,5985,1000,385,,
003680,0,2018-04-30,6990,9324,2365,6501,383,14.78,0.63
550042,0,2018-04-30,18900,40330,2955,19930,378,,
520004,0,2018-04-30,18850,4,154,79999,377,,
213610,0,2018-04-30,7770,101,70154,70383,373,,
550014,0,2018-04-30,18355,36242,20034,20255,367,,
002420,0,2018-04-30,89500,1586,308,41,365,384.12,1.54
025890,0,2018-04-30,3200,1603479,6528,11413,362,-7.66,0.63
003925,0,2018-04-30,215000,41,102,144,358,37.97,0.2
550009,0,2018-04-30,17880,20,12726,20004,358,,
172580,0,2018-04-30,2725,79537,61676,39771,355,-2.08,0.98
003720,0,2018-04-30,1045,347337,164988,50008,355,-1.66,0.67
091230,0,2018-04-30,26310,1417,18364,18360,353,,
000950,0,2018-04-30,20950,2285,1243,597,352,-2.92,0.16
550020,0,2018-04-30,17385,38116,20129,19963,348,,
285690,0,2018-04-30,10205,12,23101,23106,347,,
500002,0,2018-04-30,6930,175,42024,41825,346,,
195930,0,2018-04-30,11535,13515,10009,1725,346,,
261140,0,2018-04-30,11830,13339,33502,34503,343,,
195920,0,2018-04-30,14845,206,9431,6736,341,,
015020,0,2018-04-30,786,165955,17588,58626,337,-18.28,0.74
174350,0,2018-04-30,13305,852,14966,17551,335,,
003475,0,2018-04-30,2595,25034,1012,7307,335,7.79,0.48
182490,0,2018-04-30,11155,8981,74730,52594,335,,
530023,0,2018-04-30,33310,3873,12845,14904,333,,
211560,0,2018-04-30,16830,6333,10631,20152,328,,
590010,0,2018-04-30,16365,10,15000,20000,327,,
263190,0,2018-04-30,50985,3199,4697,4304,326,,
002355,0,2018-04-30,5000,1719,7687,527,325,4.14,0.38
122260,0,2018-04-30,101245,222782,8183,2657,324,,
001420,0,2018-04-30,4260,567563,8748,12249,324,39.08,0.96
001465,0,2018-04-30,149000,96,198,542,321,20.19,0.31
520009,0,2018-04-30,32030,22,2401,11980,320,,
530012,0,2018-04-30,16000,213717,5322,10000,320,,
590009,0,2018-04-30,15490,26,40010,39981,310,,
219480,0,2018-04-30,12805,11239,49503,74185,307,,
520006,0,2018-04-30,15365,2,163,80001,307,,
261060,0,2018-04-30,14140,4571,37657,35431,303,,
275290,0,2018-04-30,10385,1,109999,110033,301,,
520013,0,2018-04-30,15010,2,1285,79999,300,,
005030,0,2018-04-30,1010,455385,62477,246329,296,-2.43,0.41
099340,0,2018-04-30,1295,88809,47727,37900,295,,
530035,0,2018-04-30,9790,527,9474,29999,294,,
140890,0,2018-04-30,3030,2359,14479,10,293,116.54,0.68
520014,0,2018-04-30,14635,2,617,79999,293,,
520003,0,2018-04-30,9745,48,1565,79970,292,,
051630,0,2018-04-30,2425,12750,14519,11300,291,-86.61,0.99
033250,0,2018-04-30,1210,627406,74490,92659,290,-6.95,0.99
253250,0,2018-04-30,15605,38239,198975,199551,290,,
570007,0,2018-04-30,9595,2,253,5010,288,,
123320,0,2018-04-30,15835,76895,37549,644,285,,
001770,0,2018-04-30,23450,5795,1456,1936,285,-13.71,0.77
204210,0,2018-04-30,3625,868,1270,3069,284,47.08,0.68
530039,0,2018-04-30,9460,0,10000,30000,283,,
500009,0,2018-04-30,14095,35,5469,80016,282,,
010420,0,2018-04-30,1375,270893,126317,46884,282,11.46,0.78
530005,0,2018-04-30,14030,259,20147,10753,281,,
550005,0,2018-04-30,13995,24,3175,20037,280,,
500018,0,2018-04-30,13980,701,8551,80431,280,,
510007,0,2018-04-30,13950,24668,80291,100238,279,,
590005,0,2018-04-30,13870,0,715,80000,277,,
520010,0,2018-04-30,27655,6,284,39994,277,,
590006,0,2018-04-30,13790,0,575,80000,276,,
244620,0,2018-04-30,11735,44854,71392,69075,270,,
230480,0,2018-04-30,10935,203850,84778,63259,269,,
580005,0,2018-04-30,8945,0,0,0,268,,
500022,0,2018-04-30,13405,425,771,90043,268,,
550013,0,2018-04-30,13385,37602,3395,20010,268,,
004365,0,2018-04-30,7210,393,1818,19684,266,5.29,0.21
590007,0,2018-04-30,13275,0,4619,40000,265,,
153360,0,2018-04-30,1640,173856,79598,69435,265,-2.79,0.74
570005,0,2018-04-30,13220,140002,15002,15000,264,,
530015,0,2018-04-30,13160,82,10005,29958,263,,
530016,0,2018-04-30,13155,381,10002,29985,263,,
590008,0,2018-04-30,13175,0,101,40000,263,,
243890,0,2018-04-30,14900,34005,7434,5545,261,,
108590,0,2018-04-30,32580,50,17662,17612,261,,
006125,0,2018-04-30,19050,5224,1729,1223,259,0.66,0.22
550026,0,2018-04-30,12930,2,100,20000,259,,
550019,0,2018-04-30,12900,42,20423,20013,258,,
530014,0,2018-04-30,12880,250,9757,10787,258,,
152280,0,2018-04-30,14045,162,91000,90998,257,,
144600,0,2018-04-30,3830,61861,149051,68962,257,,
550029,0,2018-04-30,12780,18802,4215,20010,256,,
530017,0,2018-04-30,12755,0,148,30000,256,,
012600,0,2018-04-30,3050,16393,10,3354,255,-4.33,1.01
292730,0,2018-04-30,15025,37,24964,24999,255,,
157520,0,2018-04-30,12900,1958,14141,14333,255,,
550008,0,2018-04-30,12700,9,5266,20000,254,,
570015,0,2018-04-30,12760,0,102,10000,254,,
530018,0,2018-04-30,12535,0,104,30000,251,,
530033,0,2018-04-30,8290,0,6834,30000,250,,
530032,0,2018-04-30,8265,0,3303,30000,250,,
002025,0,2018-04-30,23000,766,1596,932,248,3.11,0.39
570003,0,2018-04-30,12415,0,100,25000,247,,
251590,0,2018-04-30,11475,11026,29430,22739,247,,
590002,0,2018-04-30,12300,0,131,80000,246,,
019490,0,2018-04-30,4435,20101,5356,2370,245,-2.16,0.64
530019,0,2018-04-30,12245,64,10000,30000,245,,
530020,0,2018-04-30,12240,8,10001,30000,245,,
289040,0,2018-04-30,9760,20,80000,79990,244,,
500021,0,2018-04-30,6095,2496,90130,88836,244,,
550024,0,2018-04-30,12135,4,181,20050,243,,
570008,0,2018-04-30,12235,0,737,25000,243,,
250780,0,2018-04-30,6050,723629,7917,21584,242,,
117700,0,2018-04-30,3500,1319366,69185,74551,242,,
229720,0,2018-04-30,16010,253,11123,11165,240,,
590004,0,2018-04-30,12060,0,5000,20000,240,,
008500,0,2018-04-30,20000,355,444,179,240,-4.21,0.47
266550,0,2018-04-30,10885,1870,40156,46703,239,,
530021,0,2018-04-30,11795,0,767,30000,238,,
590003,0,2018-04-30,11920,0,1660,20000,237,,
244660,0,2018-04-30,11295,31547,24188,30454,237,,
500030,0,2018-04-30,11755,251,5275,80014,235,,
530022,0,2018-04-30,11590,1,447,30000,232,,
139250,0,2018-04-30,15215,69944,48185,35273,231,,
550004,0,2018-04-30,11610,0,100,20000,230,,
157500,0,2018-04-30,4710,28721,15330,12935,229,,
550011,0,2018-04-30,11440,2,2539,20000,229,,
590017,0,2018-04-30,11455,0,20002,80002,228,,
500014,0,2018-04-30,11340,195,1850,54809,227,,
256440,0,2018-04-30,9050,9832,19107,6737,226,,
530036,0,2018-04-30,4520,24141,93602,85865,226,,
520012,0,2018-04-30,11345,0,535,80016,226,,
168300,0,2018-04-30,22135,127,1000,1815,226,,
570012,0,2018-04-30,11210,220,3554,14975,224,,
590018,0,2018-04-30,11200,0,60000,80000,224,,
137930,0,2018-04-30,13975,107,20003,20134,224,,
276970,0,2018-04-30,9675,2409,34523,99870,223,,
550023,0,2018-04-30,11110,18848,1520,20001,222,,
590016,0,2018-04-30,11180,0,10003,40000,222,,
114460,0,2018-04-30,104730,2,3000,3002,220,,
500016,0,2018-04-30,10800,11,15665,80302,216,,
170350,0,2018-04-30,14790,1,15301,15136,216,,
550044,0,2018-04-30,10695,123,20002,20121,214,,
510009,0,2018-04-30,10670,27,80,25000,213,,
550030,0,2018-04-30,10665,104,1952,20000,213,,
211210,0,2018-04-30,12925,2,15020,15000,213,,
570009,0,2018-04-30,10715,0,10054,25000,212,,
530009,0,2018-04-30,10570,3157,5810,10000,211,,
245340,0,2018-04-30,13205,780,160,30872,211,,
219900,0,2018-04-30,3625,34894,8013,9582,210,,
280920,0,2018-04-30,9980,697,10002,11354,210,,
275280,0,2018-04-30,11015,130,70000,69934,209,,
570014,0,2018-04-30,10450,5,246,15000,209,,
225130,0,2018-04-30,12290,30447,1732,30461,209,,
091160,0,2018-04-30,25925,4117,14973,15138,207,,
292340,0,2018-04-30,10355,388,99639,99974,207,,
550016,0,2018-04-30,10350,186555,1861,20006,207,,
276990,0,2018-04-30,10570,13189,21702,80147,206,,
510005,0,2018-04-30,10300,1621,20043,101186,206,,
001140,0,2018-04-30,12200,106142,5494,11930,205,-6.17,1.15
217790,0,2018-04-30,28415,253,12079,11899,205,,
520020,0,2018-04-30,10220,10000,30001,80000,204,,
550047,0,2018-04-30,20225,118,1056,9997,202,,
500032,0,2018-04-30,10105,38224,54825,91612,202,,
500012,0,2018-04-30,10105,15,446,50000,202,,
000087,0,2018-04-30,17650,1547,4975,1572,199,99.16,1.01
550007,0,2018-04-30,9940,152915,6207,20017,199,,
550021,0,2018-04-30,9930,38,1577,20004,199,,
500023,0,2018-04-30,9920,230,2186,55344,198,,
275540,0,2018-04-30,15740,155,1452,1424,197,,
500017,0,2018-04-30,9815,13095,32662,79671,196,,
520021,0,2018-04-30,9710,0,10261,80000,196,,
500024,0,2018-04-30,9770,160,2510,54840,195,,
237370,0,2018-04-30,10850,5307,29871,29597,195,,
133690,0,2018-04-30,32440,37049,20263,30307,195,,
590012,0,2018-04-30,9855,0,20001,40000,193,,
500011,0,2018-04-30,9665,0,6801,50001,193,,
139220,0,2018-04-30,3265,548242,111819,114891,193,,
530038,0,2018-04-30,19210,2078,14461,89974,192,,
140950,0,2018-04-30,24930,71,4000,4012,189,,
291610,0,2018-04-30,9280,6771,10011,20588,189,,
550010,0,2018-04-30,9465,73648,2027,20000,189,,
570013,0,2018-04-30,9430,44,12964,15000,189,,
530011,0,2018-04-30,9400,2,518,10000,188,,
550006,0,2018-04-30,9380,2,2757,20000,188,,
010640,0,2018-04-30,1875,33276,21082,7834,188,34.72,1.03
140910,0,2018-04-30,5060,14820,943,10854,186,-21.17,0.81
510008,0,2018-04-30,9290,199,5599,25023,186,,
004135,0,2018-04-30,8600,1392,5729,1360,186,5.81,0.39
005257,0,2018-04-30,21850,24,1094,404,185,24.97,1.22
237350,0,2018-04-30,24590,2015,11727,39233,184,,
550031,0,2018-04-30,9220,8,162,20001,184,,
590013,0,2018-04-30,9210,150,20056,40000,184,,
148070,0,2018-04-30,115015,1248,2547,2376,184,,
192720,0,2018-04-30,30580,133,1977,2268,183,,
261240,0,2018-04-30,9055,10861,76617,67258,183,,
500004,0,2018-04-30,9135,9,34373,50009,183,,
278420,0,2018-04-30,9835,138,15081,29945,182,,
500003,0,2018-04-30,9090,4402,91819,95838,182,,
530008,0,2018-04-30,9090,39,10051,10000,182,,
550003,0,2018-04-30,9070,10,18485,20260,181,,
147970,0,2018-04-30,25825,6626,11884,12902,181,,
252650,0,2018-04-30,11235,26198,164847,164148,180,,
001685,0,2018-04-30,13100,5858,6515,648,179,8.95,0.54
550022,0,2018-04-30,8960,2,4339,20060,179,,
550015,0,2018-04-30,8895,358,2778,20642,178,,
500007,0,2018-04-30,8865,0,10039,80000,177,,
500006,0,2018-04-30,8825,1,6667,80000,176,,
550045,0,2018-04-30,8765,14,20003,20001,175,,
570010,0,2018-04-30,8750,149,8913,10066,175,,
550027,0,2018-04-30,8605,56732,760,20000,172,,
183700,0,2018-04-30,56755,479,5645,5986,170,,
291630,0,2018-04-30,8505,1643648,45200,49548,170,,
005725,0,2018-04-30,4715,358,1313,129,170,3.16,0.29
500008,0,2018-04-30,8460,281,23026,79979,169,,
266420,0,2018-04-30,18700,12111,35100,35674,168,,
237440,0,2018-04-30,9895,5877,19855,10000,168,,
550033,0,2018-04-30,8370,0,632,20000,168,,
550025,0,2018-04-30,8400,2,943,20000,168,,
159650,0,2018-04-30,1120,128739,30274,44013,167,-0.9,0.52
550032,0,2018-04-30,8280,75413,1755,20000,166,,
003495,0,2018-04-30,14900,1568,1402,439,166,1.73,0.39
570006,0,2018-04-30,8225,81096,15131,15699,164,,
009835,0,2018-04-30,14550,1690,2623,2798,164,2.93,0.4
145995,0,2018-04-30,44150,576,685,158,163,13.26,0.41
091210,0,2018-04-30,51790,14,8017,6000,163,,
500005,0,2018-04-30,8140,61,25002,24939,163,,
104520,0,2018-04-30,9030,10960,30981,30211,163,,
000075,0,2018-04-30,53300,1451,376,280,162,12.55,0.3
500013,0,2018-04-30,7990,12622,72689,68222,160,,
261120,0,2018-04-30,12235,2023,43240,44820,159,,
530003,0,2018-04-30,7905,376689,4602,10119,158,,
117460,0,2018-04-30,13270,4847,39001,39989,158,,
500029,0,2018-04-30,7875,7837,81225,74259,158,,
227570,0,2018-04-30,13015,11908,19270,11064,156,,
269540,0,2018-04-30,11110,1889,29565,29800,156,,
152500,0,2018-04-30,6710,24960,40494,40971,154,,
244670,0,2018-04-30,11010,50172,30022,5254,154,,
530007,0,2018-04-30,7690,1151,4159,10000,154,,
500028,0,2018-04-30,7655,32331,79532,73275,153,,
275300,0,2018-04-30,10045,1,60003,60035,151,,
225040,0,2018-04-30,15055,7576,10471,719,151,,
590011,0,2018-04-30,7485,4,40001,40000,150,,
251600,0,2018-04-30,10580,2649,9076,9954,148,,
570011,0,2018-04-30,7325,16056,11760,10306,146,,
261070,0,2018-04-30,14885,5785,17114,23089,146,,
225060,0,2018-04-30,14565,4113,15422,436,146,,
104530,0,2018-04-30,8560,1403,45290,45903,146,,
105780,0,2018-04-30,6055,1770,103960,104658,145,,
009415,0,2018-04-30,5670,214788,6910,8036,145,4.96,0.42
183710,0,2018-04-30,36240,317,5695,6014,145,,
550012,0,2018-04-30,7190,36832,6504,20055,144,,
530002,0,2018-04-30,14345,15,4555,9995,143,,
236350,0,2018-04-30,14230,10779,3332,444,142,,
152180,0,2018-04-30,16455,717,14869,15383,142,,
117680,0,2018-04-30,10020,58080,35281,26734,140,,
208470,0,2018-04-30,12660,0,25065,25020,139,,
530004,0,2018-04-30,6905,325,20246,10250,138,,
265690,0,2018-04-30,20825,9482,1887,1849,135,,
222180,0,2018-04-30,11275,407,50000,50013,135,,
000725,0,2018-04-30,136500,8286,5625,0,135,75.41,2.35
002005,0,2018-04-30,29600,149,305,227,135,2.27,0.45
500010,0,2018-04-30,6710,142,79986,80120,134,,
190150,0,2018-04-30,110925,0,2000,2000,133,,
530006,0,2018-04-30,6640,2,10255,10000,133,,
004255,0,2018-04-30,2505,513,949,5103,132,8.95,0.42
140700,0,2018-04-30,8800,5113,29044,40229,132,,
266370,0,2018-04-30,11965,3578,59532,65274,132,,
241180,0,2018-04-30,13150,1006,3125,4628,132,,
245350,0,2018-04-30,13150,259,15104,15114,132,,
001515,0,2018-04-30,3345,48142,7850,2736,131,57.67,2.39
520015,0,2018-04-30,12990,25,781,39976,130,,
510001,0,2018-04-30,12880,14,86,50000,129,,
260270,0,2018-04-30,15105,462,99990,99562,128,,
102960,0,2018-04-30,5715,95940,56693,52823,128,,
251890,0,2018-04-30,12775,2,15180,15167,128,,
260200,0,2018-04-30,15880,265,100000,99745,127,,
157490,0,2018-04-30,7940,664,5166,10351,127,,
003535,0,2018-04-30,2635,11575,4367,5081,126,8.67,0.53
227560,0,2018-04-30,13155,279,6451,6242,126,,
289480,0,2018-04-30,10515,421,14795,15122,126,,
550018,0,2018-04-30,6290,1001,1489,20000,126,,
215620,0,2018-04-30,11645,50,20043,20088,126,,
100910,0,2018-04-30,5235,181,10020,9971,126,,
200250,0,2018-04-30,12545,4008,7116,10140,125,,
139660,0,2018-04-30,11630,3126,47263,50822,123,,
520011,0,2018-04-30,12240,10,40012,39996,122,,
279540,0,2018-04-30,10155,30,115152,115289,122,,
253990,0,2018-04-30,12165,67,5019,5028,122,,
019175,0,2018-04-30,5520,10572,3949,2289,121,145.26,1.28
007815,0,2018-04-30,4090,93,336,95,121,4.78,0.3
266360,0,2018-04-30,12055,765,28876,47488,121,,
261110,0,2018-04-30,7995,5020,44964,42906,120,,
203780,0,2018-04-30,13280,2914,10284,10355,120,,
520007,0,2018-04-30,5955,2,9443,79999,119,,
244580,0,2018-04-30,13410,48981,47027,19720,118,,
266390,0,2018-04-30,13080,1269,37592,36975,118,,
247790,0,2018-04-30,11725,211,115004,55020,117,,
210780,0,2018-04-30,12920,1447,22113,15803,116,,
139230,0,2018-04-30,3225,67288,20157,32016,116,,
276000,0,2018-04-30,11515,5050,15166,15097,115,,
253280,0,2018-04-30,13515,4377,15228,15464,115,,
228790,0,2018-04-30,5475,102770,13114,31806,113,,
227540,0,2018-04-30,23585,9843,5039,10159,113,,
004105,0,2018-04-30,3425,22880,1848,4003,113,-33.58,1.32
091180,0,2018-04-30,15975,11426,30633,30235,112,,
570026,0,2018-04-30,11110,26067,921,10000,111,,
247800,0,2018-04-30,12335,5327,39342,35718,111,,
292130,0,2018-04-30,10060,22,10094,10107,111,,
272230,0,2018-04-30,12280,223,10000,19793,111,,
007575,0,2018-04-30,24400,864,233,535,109,-508.33,2.33
250730,0,2018-04-30,13565,186,10072,10044,109,,
530010,0,2018-04-30,5390,393287,10061,10176,108,,
570022,0,2018-04-30,10770,400,18544,24477,108,,
291620,0,2018-04-30,10685,8520,8258,9883,107,,
004415,0,2018-04-30,4790,49392,2416,1661,107,4790.0,60.92
248270,0,2018-04-30,10600,3218,15036,15147,106,,
283930,0,2018-04-30,10060,17,30003,29990,106,,
219390,0,2018-04-30,7525,597,17287,18118,105,,
570020,0,2018-04-30,10495,15,1653,20000,105,,
292100,0,2018-04-30,9525,11,10098,10108,105,,
292590,0,2018-04-30,10465,1000,18002,18000,105,,
204420,0,2018-04-30,9100,3243,25043,21226,105,,
500025,0,2018-04-30,10370,5,807,25017,104,,
234310,0,2018-04-30,11500,67,25183,25119,104,,
292580,0,2018-04-30,10235,1000,23002,23000,102,,
228810,0,2018-04-30,7090,94060,10242,28713,102,,
292110,0,2018-04-30,10180,2,10107,10107,102,,
292140,0,2018-04-30,10135,21,10137,10108,101,,
292120,0,2018-04-30,10105,23,19977,20000,101,,
140570,0,2018-04-30,10005,140,15030,15018,100,,
520005,0,2018-04-30,4980,9,40045,80243,100,,
166400,0,2018-04-30,14170,65,10045,10166,99,,
550046,0,2018-04-30,19800,0,102,5003,99,,
570024,0,2018-04-30,9940,0,101,20000,99,,
218420,0,2018-04-30,8890,1602,20253,20493,99,,
269420,0,2018-04-30,9845,2,25452,27293,98,,
247780,0,2018-04-30,12295,2637,50072,49847,98,,
570021,0,2018-04-30,9825,2,4630,20000,98,,
159800,0,2018-04-30,24560,0,15000,15000,98,,
225030,0,2018-04-30,7260,857,15612,16739,98,,
292560,0,2018-04-30,9775,1021,23329,23000,98,,
289250,0,2018-04-30,9570,10,19990,20000,98,,
292150,0,2018-04-30,9725,2,19999,20000,97,,
248260,0,2018-04-30,9710,73,3034,3008,97,,
269370,0,2018-04-30,9700,0,30002,30065,97,,
139290,0,2018-04-30,16125,216,10102,10083,97,,
284430,0,2018-04-30,10050,5258,125716,80081,96,,
000885,0,2018-04-30,20000,5818,1115,597,96,4.83,0.41
253230,0,2018-04-30,5800,125737,186792,179410,96,,
500026,0,2018-04-30,9545,17,474,24999,95,,
292570,0,2018-04-30,9535,571,18092,18006,95,,
272220,0,2018-04-30,13575,120,10000,19901,95,,
570025,0,2018-04-30,9465,22951,1667,10000,95,,
510003,0,2018-04-30,13440,186,25031,49997,94,,
153270,0,2018-04-30,24750,167,9536,11715,94,,
289260,0,2018-04-30,9145,2849,17324,20495,93,,
253150,0,2018-04-30,30970,795,11456,7832,93,,
550043,0,2018-04-30,4635,42456,26064,36195,93,,
280320,0,2018-04-30,11535,1409,49586,30481,92,,
200020,0,2018-04-30,18000,410,15179,15154,91,,
006345,0,2018-04-30,3465,311355,76283,1858,91,346.5,3.05
196030,0,2018-04-30,18085,2366,3177,1429,90,,
570027,0,2018-04-30,8910,23297,4040,10376,89,,
200030,0,2018-04-30,13805,1270,229,10542,89,,
253290,0,2018-04-30,11070,372,6665,6995,89,,
570023,0,2018-04-30,8845,8085,20001,20000,88,,
000225,0,2018-04-30,7780,9864,716,1041,88,12.82,0.68
287300,0,2018-04-30,12955,11475,19744,19243,88,,
285000,0,2018-04-30,9990,244,24121,24044,88,,
225050,0,2018-04-30,8775,14703,11584,10346,88,,
287180,0,2018-04-30,10320,20,10027,8235,88,,
205720,0,2018-04-30,5840,352,3444,4054,88,,
005745,0,2018-04-30,14500,238667,6210,7059,87,1.05,0.76
001795,0,2018-04-30,13400,723,575,883,87,12.15,0.27
228800,0,2018-04-30,5125,43539,16863,10893,86,,
238720,0,2018-04-30,14290,9168,22371,28268,86,,
252410,0,2018-04-30,7750,2074,81814,81820,85,,
003415,0,2018-04-30,27450,126340,1928,1375,85,8.95,1.42
550041,0,2018-04-30,11930,28463,7272,7184,84,,
145850,0,2018-04-30,33245,1,20001,20003,83,,
138540,0,2018-04-30,18780,1323,5875,6097,83,,
160580,0,2018-04-30,7010,2020,30246,30436,82,,
213630,0,2018-04-30,12655,76,3092,3028,82,,
